std,"[26.08739847557213, 26.08739847557213, 24.533783778310823, 23.079095500193141, 21.716469021196332, 20.439866610017205, 19.243852197723847, 18.123410592920465, 17.074036157046503, 16.091602838117858, 15.171796884959166, 14.31123587136454, 13.505417829195443, 12.752637474874478, 12.049748645693198, 11.393607564396904, 10.781515558669186, 10.210451580119901, 9.6780233674090557, 9.1816888601517466, 8.7192262700762928, 8.2884590581236015, 7.8872410776563795, 7.512540708314094, 7.1640742943846885, 6.8400588772561886, 6.5389217364313819, 6.2590400281267486, 5.9989755346082081, 5.7572174135778251, 5.5297284300103531, 5.3195356188584721, 5.1250821324503812, 4.9452204245064735, 4.7753158326788832, 4.6171421466111298, 4.4662843387617501, 4.3267595995248174, 4.1919453189189255, 4.0665663068393831, 3.9521671807526921, 3.8476657306452444, 3.7499589212296418, 3.6539123480320863, 3.5693318077540432, 3.487390845514724, 3.4105445977226614, 3.3409226131182947, 3.2804732689940606, 3.2278020633132556, 3.1759444870699216, 3.1249009249101505, 3.0685220216450579, 3.0073606646880551, 2.9487957356611716, 2.8993470813954358, 2.8539743999761202, 2.8085594492253732, 2.762981401244077, 2.7130386302913081, 2.667216595977866, 2.6120779603293025, 2.5483357341989783, 2.4759930260840268, 2.4097348492195354, 2.3535677055080946, 2.3006517317670006, 2.2557250896931538, 2.206138388024764, 2.1458230078174547, 2.0936827341538553, 2.0290607199062247, 1.9381882305022198, 1.8429658448040416, 1.7582976588454982, 1.6745179136881003, 1.5998921906743877, 1.523884189288794, 1.4560474501091578, 1.3846378595058331, 1.3205698012980926, 1.2382678317595921, 1.1632147694780852, 1.0947355221116384, 1.0322625637205805, 0.95827398280695408, 0.88987384186453533, 0.82660935850282102, 0.76806795324193278, 0.71387258652742003, 0.66367914334915978, 0.61717331358645977, 0.57406726569720024, 0.53409718455732169, 0.49702184893237566, 0.46261951127978379, 0.43068719282401935, 0.40103820535115781, 0.37350097128366733, 0.34791743527143781, 0.32414266889763732, 0.3020429452695878, 0.28149504560362737, 0.26238536707386045, 0.24460911339767835, 0.22806955978401885, 0.21267738478294329, 0.19835006238292885, 0.18501130841767832, 0.17259057597814131, 0.16102259508743866, 0.1502469523949457, 0.14020770708837355, 0.13085303961586706, 0.12213493015967267, 0.11400886411392495, 0.10643356209602332, 0.099370732267864775, 0.092784842963340428, 0.086642913815041758, 0.080914323748756886, 0.075570634371435588, 0.07058542741895546, 0.065934155056079413, 0.061594001934074313, 0.057543758013009198, 0.053763701247025106, 0.050235629184867729, 0.046942441641781754, 0.043868106411916491, 0.040997967161723416, 0.038318240712098259, 0.035816096215213963, 0.033479587356339408, 0.031297589590709086, 0.029259742020101006, 0.027356346421043461, 0.025578481542483319, 0.023917767318676939, 0.022366394671145918, 0.020917085697603775, 0.019563056734359013, 0.018297984075353661, 0.017115972148365417, 0.016011523964773063, 0.014979513673783224, 0.01401516106528233, 0.013114007877618563, 0.012271895777734642, 0.011484945891258411, 0.010749539769497838, 0.010062301688847223, 0.0094200821859658744]"
node_with_highest_closeness_centrality,"[-22.484806945993352, -22.484806945993352, -21.58486845407243, -20.673923374534883, -19.759134165719907, -18.847130806540356, -17.944078376541892, -17.054707293019224, -16.183443933203627, -15.333417038273911, -14.506562576140148, -13.705742186189001, -12.932147137931691, -12.186942363675007, -11.471778497568858, -10.787231954571944, -10.133888991682145, -9.51133442392519, -8.919224149035447, -8.357290159525954, -7.824302757549149, -7.3196686364006265, -6.8423711189724905, -6.392018034874573, -5.967780827161016, -5.568928097629116, -5.194299203170209, -4.842845421688478, -4.5136207465156835, -4.205780187757471, -3.918544471933657, -3.6511949173847746, -3.4025904100170985, -3.1716939037758474, -2.9570530499416465, -2.7578406262466535, -2.572774618565238, -2.401194389880419, -2.2424944028058995, -2.095618852084287, -1.960111620850943, -1.8350509298413076, -1.7195636645664538, -1.612847030586651, -1.5136499042958076, -1.4218322251724158, -1.3367546791761231, -1.2578249795174878, -1.184501866020161, -1.1162963260628762, -1.0527681340966737, -0.9935201879916409, -0.9381696595164684, -0.8858496358653799, -0.8362670995553219, -0.7891427029692026, -0.7442316808441276, -0.6990929177733115, -0.6539337683053236, -0.6088829560113052, -0.5640526595033184, -0.519538858743156, -0.47539291173860143, -0.4294672668480407, -0.3799833675259159, -0.32771736797568163, -0.2733289748798977, -0.21738288336141431, -0.16036061492555054, 0.40435865077603406, 0.9202135607027169, 1.391892112795002, 1.8236114530576069, 2.22136527271446, 2.5881549550376106, 2.928880818249316, 3.2461433530586454, 3.5418225591563672, 3.819343417155157, 4.080430353265808, 4.3261859690642215, 4.557639578249601, 4.775751943602952, 4.980904224281159, 5.174475070112045, 5.357243402444587, 5.529935697739621, 5.693229427779196, 5.847240877240594, 5.9931011502394, 6.131357910530442, 6.2620062570905874, 6.385548775646409, 6.5029697396511175, 6.614164396597335, 6.720057600528495, 6.820489191072738, 6.9158169483585095, 7.006374697352394, 7.092989339694651, 7.175409390785923, 7.253907494004928, 7.328738111868142, 7.400138756221015, 7.468331135468145, 7.533522224246459, 7.595905260627649, 7.655660675631638, 7.712956959542176, 7.767951469238822, 7.820791180496438, 7.871613388953866, 7.920546363217263, 7.967709953340405, 8.013216157713684, 8.05716965119507, 8.099668277129583, 8.140803505728243, 8.180660861112596, 8.219320319176248, 8.25685667826986, 8.293339904580185, 8.328835453946692, 8.363404571740377, 8.39710457231823, 8.429989099462997, 8.462108369120905, 8.492993981108697, 8.522716688034539, 8.551858459039105, 8.579939766278107, 8.60702093273318, 8.633158735874177, 8.65840662424855, 8.68281492025988, 8.706431010056285, 8.729814935936094, 8.752466590410389, 8.774426977774807, 8.795734737284686, 8.816426284610861, 8.836535944468332, 8.856096074994968, 8.875137184417754, 8.89368804050744, 8.911775773288188, 8.929425971437317, 8.946662772780638, 8.963508949261648, 8.979985986737404, 8.996114159930258, 9.011912602842722, 9.027399374922249]"
avg,"[1.6719575471940977, 1.6719575471940977, 1.7033482250123975, 1.7340232054629099, 1.7660029811634621, 1.8003445740234363, 1.837192151367343, 1.8768492961187349, 1.9190318379580134, 1.9639230566354557, 2.0115817988759375, 2.061322710186253, 2.1187492165674069, 2.1767895315724228, 2.2345133042890271, 2.2914870061333055, 2.3472984528937961, 2.4017195915266409, 2.454820923950404, 2.5060954065287531, 2.5560866064102048, 2.6045114681014536, 2.6513272324081458, 2.6996182555993129, 2.7451032646512026, 2.7875357855769995, 2.8271939438310834, 2.8640520430666765, 2.8980858372126046, 2.928983050662227, 2.9629716804592858, 2.9934221184670133, 3.0202832816517828, 3.0438023916094288, 3.0703748034554752, 3.0968144618569999, 3.1290779425307118, 3.1607930427549094, 3.2001997980694101, 3.2414104875871006, 3.2812573409434354, 3.3201062087270059, 3.3610494120261012, 3.4097459513925772, 3.454994739203006, 3.5051778807407659, 3.5573160647701827, 3.6085856074158031, 3.6567275725095301, 3.7018962505189834, 3.7495074072760572, 3.7994627610606928, 3.8572770557108389, 3.9225935017466895, 3.9901373526414505, 4.0545186137401075, 4.1185035643941497, 4.185081107020368, 4.2540333783019939, 4.3279241651452676, 4.4012302795853637, 4.4818556720137899, 4.569361323810222, 4.6633278458133329, 4.7557086435937315, 4.8444291342840247, 4.9322578566242665, 5.0166489022916343, 5.102968250292192, 5.1938079411756233, 5.2812015919880473, 5.3731029199891545, 5.4745193452041576, 5.5771774730656363, 5.6758345631215343, 5.7732540185098262, 5.8674102332314924, 5.9610254928018422, 6.0509933595793335, 6.1405542714320411, 6.2271400061540598, 6.3160405539648101, 6.401976203742203, 6.4845872053214286, 6.5645492525658851, 6.6446046991385268, 6.7221491376022069, 6.7973066815098608, 6.8696833010353773, 6.9399298675534036, 7.0081520621670199, 7.0739382695560993, 7.1374104074138822, 7.1991965762467247, 7.258868569901896, 7.3170446797791353, 7.3732873550112572, 7.4276938055972801, 7.4803564177319233, 7.5318751680194911, 7.5817950714466065, 7.6301967445952918, 7.6771567826154277, 7.7227479558549623, 7.7670393972519989, 7.8100967808855559, 7.8519824920687338, 7.8927557893548261, 7.9324729588138005, 7.9711874609235744, 8.0089500704076677, 8.0458090093381678, 8.0818100738104928, 8.1169967544843562, 8.1514103512733911, 8.1850900824543782, 8.2180731884557972, 8.250395030574424, 8.2820891848582079, 8.3131875313833685, 8.3437203391437773, 8.3737163467610909, 8.403202839214968, 8.4322057207837364, 8.460749584377357, 8.4888577774363583, 8.5165524645624551, 8.5433425062833788, 8.5692741096137119, 8.5949033057763309, 8.6197332953258012, 8.643804912734657, 8.6671569088424842, 8.6898260569438577, 8.7118472534947902, 8.7332536137089285, 8.7545887430568001, 8.775344048646561, 8.79554917176449, 8.815232239890948, 8.8344199438877187, 8.8531376112601681, 8.8714092756928977, 8.8892577430476418, 8.9067046540026293, 8.9237705435036165, 8.9404748971883006, 8.9568362049375381, 8.9728720116992484, 8.9885989657233285, 9.0040328643391074, 9.019188697400077, 9.0340806885144573]"
node_with_highest_degree_centrality,"[-22.484806945993352, -22.484806945993352, -21.58486845407243, -20.673923374534883, -19.759134165719907, -18.847130806540356, -17.944078376541892, -17.054707293019224, -16.183443933203627, -15.333417038273911, -14.506562576140148, -13.705742186189001, -12.932147137931691, -12.186942363675007, -11.471778497568858, -10.787231954571944, -10.133888991682145, -9.51133442392519, -8.919224149035447, -8.357290159525954, -7.824302757549149, -7.3196686364006265, -6.8423711189724905, -6.392018034874573, -5.967780827161016, -5.568928097629116, -5.194299203170209, -4.842845421688478, -4.5136207465156835, -4.205780187757471, -3.918544471933657, -3.6511949173847746, -3.4025904100170985, -3.1716939037758474, -2.9570530499416465, -2.7578406262466535, -2.572774618565238, -2.401194389880419, -2.2424944028058995, -2.095618852084287, -1.960111620850943, -1.8350509298413076, -1.7195636645664538, -1.612847030586651, -1.5136499042958076, -1.4218322251724158, -1.3367546791761231, -1.2578249795174878, -1.184501866020161, -1.1162963260628762, -1.0527681340966737, -0.9935201879916409, -0.9381696595164684, -0.8858496358653799, -0.8362670995553219, -0.7891427029692026, -0.7442316808441276, -0.6990929177733115, -0.6539337683053236, -0.6088829560113052, -0.5640526595033184, -0.519538858743156, -0.47539291173860143, -0.4294672668480407, -0.3799833675259159, -0.32771736797568163, -0.2733289748798977, -0.21738288336141431, -0.16036061492555054, 0.40435865077603406, 0.9202135607027169, 1.391892112795002, 1.8236114530576069, 2.22136527271446, 2.5881549550376106, 2.928880818249316, 3.2461433530586454, 3.5418225591563672, 3.819343417155157, 4.080430353265808, 4.3261859690642215, 4.557639578249601, 4.775751943602952, 4.980904224281159, 5.174475070112045, 5.357243402444587, 5.529935697739621, 5.693229427779196, 5.847240877240594, 5.9931011502394, 6.131357910530442, 6.2620062570905874, 6.385548775646409, 6.5029697396511175, 6.614164396597335, 6.720057600528495, 6.820489191072738, 6.9158169483585095, 7.006374697352394, 7.092989339694651, 7.175409390785923, 7.253907494004928, 7.328738111868142, 7.400138756221015, 7.468331135468145, 7.533522224246459, 7.595905260627649, 7.655660675631638, 7.712956959542176, 7.767951469238822, 7.820791180496438, 7.871613388953866, 7.920546363217263, 7.967709953340405, 8.013216157713684, 8.05716965119507, 8.099668277129583, 8.140803505728243, 8.180660861112596, 8.219320319176248, 8.25685667826986, 8.293339904580185, 8.328835453946692, 8.363404571740377, 8.39710457231823, 8.429989099462997, 8.462108369120905, 8.492993981108697, 8.522716688034539, 8.551858459039105, 8.579939766278107, 8.60702093273318, 8.633158735874177, 8.65840662424855, 8.68281492025988, 8.706431010056285, 8.729814935936094, 8.752466590410389, 8.774426977774807, 8.795734737284686, 8.816426284610861, 8.836535944468332, 8.856096074994968, 8.875137184417754, 8.89368804050744, 8.911775773288188, 8.929425971437317, 8.946662772780638, 8.963508949261648, 8.979985986737404, 8.996114159930258, 9.011912602842722, 9.027399374922249]"
affected_canddiates,True
node_with_highest_eigenvector_centrality,"[-22.484806945993352, -22.484806945993352, -21.58486845407243, -20.673923374534883, -19.759134165719907, -18.847130806540356, -17.944078376541892, -17.054707293019224, -16.183443933203627, -15.333417038273911, -14.506562576140148, -13.705742186189001, -12.932147137931691, -12.186942363675007, -11.471778497568858, -10.787231954571944, -10.133888991682145, -9.51133442392519, -8.919224149035447, -8.357290159525954, -7.824302757549149, -7.3196686364006265, -6.8423711189724905, -6.392018034874573, -5.967780827161016, -5.568928097629116, -5.194299203170209, -4.842845421688478, -4.5136207465156835, -4.205780187757471, -3.918544471933657, -3.6511949173847746, -3.4025904100170985, -3.1716939037758474, -2.9570530499416465, -2.7578406262466535, -2.572774618565238, -2.401194389880419, -2.2424944028058995, -2.095618852084287, -1.960111620850943, -1.8350509298413076, -1.7195636645664538, -1.612847030586651, -1.5136499042958076, -1.4218322251724158, -1.3367546791761231, -1.2578249795174878, -1.184501866020161, -1.1162963260628762, -1.0527681340966737, -0.9935201879916409, -0.9381696595164684, -0.8858496358653799, -0.8362670995553219, -0.7891427029692026, -0.7442316808441276, -0.6990929177733115, -0.6539337683053236, -0.6088829560113052, -0.5640526595033184, -0.519538858743156, -0.47539291173860143, -0.4294672668480407, -0.3799833675259159, -0.32771736797568163, -0.2733289748798977, -0.21738288336141431, -0.16036061492555054, 0.40435865077603406, 0.9202135607027169, 1.391892112795002, 1.8236114530576069, 2.22136527271446, 2.5881549550376106, 2.928880818249316, 3.2461433530586454, 3.5418225591563672, 3.819343417155157, 4.080430353265808, 4.3261859690642215, 4.557639578249601, 4.775751943602952, 4.980904224281159, 5.174475070112045, 5.357243402444587, 5.529935697739621, 5.693229427779196, 5.847240877240594, 5.9931011502394, 6.131357910530442, 6.2620062570905874, 6.385548775646409, 6.5029697396511175, 6.614164396597335, 6.720057600528495, 6.820489191072738, 6.9158169483585095, 7.006374697352394, 7.092989339694651, 7.175409390785923, 7.253907494004928, 7.328738111868142, 7.400138756221015, 7.468331135468145, 7.533522224246459, 7.595905260627649, 7.655660675631638, 7.712956959542176, 7.767951469238822, 7.820791180496438, 7.871613388953866, 7.920546363217263, 7.967709953340405, 8.013216157713684, 8.05716965119507, 8.099668277129583, 8.140803505728243, 8.180660861112596, 8.219320319176248, 8.25685667826986, 8.293339904580185, 8.328835453946692, 8.363404571740377, 8.39710457231823, 8.429989099462997, 8.462108369120905, 8.492993981108697, 8.522716688034539, 8.551858459039105, 8.579939766278107, 8.60702093273318, 8.633158735874177, 8.65840662424855, 8.68281492025988, 8.706431010056285, 8.729814935936094, 8.752466590410389, 8.774426977774807, 8.795734737284686, 8.816426284610861, 8.836535944468332, 8.856096074994968, 8.875137184417754, 8.89368804050744, 8.911775773288188, 8.929425971437317, 8.946662772780638, 8.963508949261648, 8.979985986737404, 8.996114159930258, 9.011912602842722, 9.027399374922249]"
acceptance,0.05
median,"[4.4446801522797372, 4.4446801522797372, 5.2070328901423721, 5.77360327668113, 6.0507446878121272, 6.2581682202068762, 6.4233096821356561, 6.726560231739942, 6.9501226498810809, 6.9303962379031665, 6.9910404514201492, 7.0484500131846115, 6.8695399734260798, 6.6543069965413242, 6.6087286331332198, 6.5652838252970955, 6.516668550533427, 6.464429759199593, 6.554360030085757, 6.5243691225215326, 6.4136206458044391, 6.2814057794057687, 6.128232866307247, 5.9945163965199946, 5.9049514849167517, 5.7518652013756402, 5.6502891234331472, 5.5200025724381998, 5.3766064084585174, 5.2427714394074831, 5.1565165829466952, 5.0795550543145538, 5.0472664860799732, 5.0595757210722532, 4.9677421862531848, 4.8855202493000949, 4.8121216379550074, 4.7469679156070477, 4.7086604416485383, 4.694534707435758, 4.7122458923505253, 4.8167523001943282, 4.8942755046559068, 4.877376901767934, 4.8624178433755514, 4.8497810580249903, 4.8711380369251476, 4.859784884495534, 4.8475307700546679, 4.9019587497407793, 4.9885960543106762, 5.083651383412322, 5.1349912263957513, 5.1469689858700525, 5.1962621212514408, 5.299233952582048, 5.3811191181719771, 5.4253915167243552, 5.4873252869863371, 5.5569330327460058, 5.581395877714515, 5.5990142140535859, 5.6254072704936711, 5.6823553550708201, 5.7429041085132697, 5.785551734880908, 5.8353620439821974, 5.8882322588500049, 5.9534589291245057, 6.0382016747049079, 6.1106558736760732, 6.168807427242335, 6.2145536499560032, 6.2760302601253297, 6.336853582447934, 6.3984934772580644, 6.4449455359166237, 6.49870493151513, 6.5628206081292575, 6.6186587545891999, 6.6745319934617413, 6.730330117588295, 6.7908390045355258, 6.8533645323111889, 6.909115989606553, 6.9648300840685096, 7.0166177307370612, 7.0713542399533083, 7.1263628093666309, 7.1751075479118764, 7.225142372672865, 7.2743166477929666, 7.3240579187849857, 7.3750769848397368, 7.4219171605033978, 7.4675603691303536, 7.5129898660562695, 7.5569652972054371, 7.5997740664728592, 7.6452131944726167, 7.6894120535014636, 7.7302806137327842, 7.7690438960780464, 7.8091019749198072, 7.8472148153264794, 7.8846212993844791, 7.9217998778146068, 7.9573617621362436, 7.991858783756749, 8.0259546953145851, 8.0603514291366309, 8.0935751260784574, 8.1260794446867859, 8.157869044864416, 8.1898986631311104, 8.2213976407406104, 8.2522034252774326, 8.2823576182305256, 8.3116257616188474, 8.3405832314611406, 8.3691345245018773, 8.3972962710816574, 8.4250845818708022, 8.4525150480036633, 8.4796027433208039, 8.5063622284420184, 8.5328075564208419, 8.5583015499340647, 8.5829483777257991, 8.6073955152093706, 8.631139616850767, 8.6542139410444232, 8.6766300353983219, 8.6983111768369881, 8.7195249439660181, 8.7402275212132281, 8.7609162928869928, 8.7811856016154088, 8.8011099526486891, 8.820466291713366, 8.8392319240107398, 8.8576130721872701, 8.8755461420074013, 8.893009012541139, 8.9100977732829652, 8.9268347844151492, 8.9432372221543659, 8.9593593277407866, 8.9752119462215276, 8.9906603316684883, 9.0059913738642798, 9.0209855079497672, 9.0356921146302884]"
affecting_counter_force_right,-9.839999999999998
node_with_highest_betweenness_centrality,"[20.71281289831721, 20.71281289831721, 19.789336892583314, 18.90410885765414, 18.05995730034133, 17.25832897933612, 16.499346471159456, 15.782889562395725, 15.108082233617544, 14.47433970066391, 13.880325491390392, 13.324485161455359, 12.805042582668353, 12.320008655140457, 11.867170872729151, 11.444603002548376, 11.050638600289757, 10.683340034242972, 10.341527442176687, 10.023190500824171, 9.727573101467787, 9.453050227446548, 9.19819249592617, 8.961235651824525, 8.740602442430859, 8.53488666944493, 8.343346087170351, 8.164839732260937, 7.998356694787059, 7.842493980462203, 7.696493186319494, 7.5596836111024155, 7.430969903579904, 7.3098770588830195, 7.196016770400991, 7.089084315042207, 6.988817807663978, 6.897196799284679, 6.813065627457241, 6.735907584551383, 6.664781476655053, 6.599412121661912, 6.5395759613467295, 6.485095153890016, 6.435329522836328, 6.390211074001155, 6.351701323237755, 6.318843860918836, 6.291309439483806, 6.268332139779079, 6.249239756340294, 6.233442937243466, 6.220955228014028, 6.211312367571924, 6.20705402988021, 6.2073511436025655, 6.21148068816921, 6.219325030432621, 6.230330994062156, 6.244035859826056, 6.260030750416272, 6.277955353347767, 6.297515938657035, 6.318470132574068, 6.340614967401199, 6.3666864256862645, 6.396021230866013, 6.42804388402101, 6.462255837898228, 6.498226520158243, 6.535585613988477, 6.574015958282209, 6.613247219404272, 6.6530500602624745, 6.693253982177007, 6.733712610586625, 6.774812893973224, 6.816444559131667, 6.858015166237277, 6.899987200595016, 6.942288264300298, 6.98485086898371, 7.0276125220125385, 7.0700034812804695, 7.112509198538439, 7.155079989517296, 7.1976705974983455, 7.2402399864521465, 7.282238999795578, 7.324172733010021, 7.366010154869386, 7.407211513738378, 7.447778583879024, 7.488226886516544, 7.528022952088035, 7.567686460818726, 7.606687759996382, 7.645037893793734, 7.682748730030452, 7.720344975562439, 7.757301478886662, 7.793633288712947, 7.829355809973075, 7.864484723689464, 7.89903591299485, 7.933025395133793, 7.966469259240021, 7.9993836096560464, 8.031784514541746, 8.063687959505327, 8.095109805982265, 8.126065754084422, 8.156571309641782, 8.18664175516248, 8.216292124442313, 8.245537180562387, 8.27439139702232, 8.302868941766368, 8.330983663870455, 8.358749082669279, 8.386178379114048, 8.413284389163074, 8.440079599018905, 8.466576142037152, 8.49278579714332, 8.518719988604861, 8.54438978701616, 8.569293786515345, 8.59346857730251, 8.61746118873733, 8.640766567950124, 8.663417805108944, 8.685446446885717, 8.706882564692158, 8.727754820185798, 8.748090528132916, 8.768427841563375, 8.78825321526112, 8.807591616323887, 8.82646682333704, 8.844901480732942, 8.862917150835422, 8.880534363674274, 8.89777266465281, 8.914650660149402, 8.931186061131875, 8.947395724861554, 8.963295694761499, 8.978901238521411, 8.994226884509462, 9.009286456559135, 9.02409310719703, 9.038659349375436]"
